id_wikidata	article	grade	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	commonsGallerys	commonsPage	page_on_wikisource
Q1545300	Puente_H_(electrónica)	scuola media italiana	Tecnologías	84	95	3568	-	0	-	2	-	0	-	1224	34.3	-	0	-	0	0	194	-	2008-03-10	5409	406748	0	0	H-bridge circuits		
Q44782	Puerto	scuola media italiana	Geografía	152	131	21572	-	12	-	10	-	0	-	1728	8.01	-	0	-	0	0	642	-	2003-11-23	6978	753985	0	0	Ports and harbours		
Q13743633	Puerto_(informática)	scuola media italiana	Tecnologías	164	217	20894	-	6	-	9	-	0	-	2654	12.7	-	0	-	0	0	5833	-	2005-01-11	6563	1365241	0	0	Computer port (hardware)		
Q1313631	Puerto_de_Montevideo	scuola media italiana	Geografía	19	20	8655	-	5	-	8	-	0	-	1170	13.52	-	0	-	0	0	3494	-	2006-06-29	6029	77163	0	0	Port of Montevideo		
Q16302351	Puerto_de_Nueva_Palmira	scuola media italiana	Geografía	4	4	3034	-	4	-	2	-	0	-	1162	38.3	-	0	-	0	0	1188	-	2013-09-27	3382	17171	0	0	Puerto de Nueva Palmira		
Q1138301	Puerto_de_Nueva_York	scuola media italiana	Geografía	24	23	7796	-	0	-	6	-	0	-	438	5.62	-	0	-	0	0	0	-	2008-03-02	5417	103893	0	0	New York Harbor		
Q16460	Puerto_de_Santos	scuola media italiana	Geografía	44	42	4608	-	5	-	3	-	0	-	2526	54.82	-	0	-	0	0	0	-	2007-12-31	5479	111929	0	0	Port of Santos		
Q7886	Pulmón	scuola media italiana	Biología	596	233	30904	-	16	-	12	-	0	-	903	2.92	-	0	-	0	0	3590	-	2003-07-03	7121	351220	0	0	Lungs	Lung	
Q191733	Pulso	scuola media italiana	Biología	316	396	21020	-	16	-	4	-	0	-	1397	6.65	-	0	-	0	0	42	-	2007-01-03	5841	2967261	0	0	Pulse		
Q654693	Pulso_(música)	scuola media italiana	Educación musical	77	89	10575	-	4	-	4	-	0	-	919	8.69	-	0	-	0	0	39	-	2005-05-14	6440	580552	0	0	Beat (music)		
Q200034	Puntillismo	scuola media italiana	Comunicación visual	333	404	9049	-	0	-	6	-	0	-	1192	13.17	-	0	-	0	0	0	-	2003-01-07	7298	2011544	0	0	Pointillism		
Q44946	Punto_(geometría)	scuola media italiana	Comunicación visual	306	359	12308	-	12	-	2	-	0	-	1123	9.12	-	0	-	0	0	1708	-	2003-11-24	6977	2980047	0	0	Points (mathematics)		
Q1003183	Punto_de_ebullición	scuola media italiana	Química	544	662	22691	-	12	-	10	-	0	-	3928	17.31	-	0	-	0	0	2546	-	2002-10-24	7373	3658918	0	0			
Q15318	Punto_de_fusión	scuola media italiana	Química	410	486	29063	-	25	-	7	-	0	-	1210	4.16	-	0	-	0	0	5318	-	2002-10-24	7373	2767732	0	0	Melting point		
Q194376	Punto_de_inflamabilidad	scuola media italiana	Química	122	155	5735	-	0	-	0	-	0	-	2018	35.19	-	0	-	0	0	3993	-	2006-01-15	6194	809368	0	0			
Q1582389	Pádel	scuola media italiana	Educación física y recreación	886	589	37647	-	22	-	5	-	0	-	239	0.63	-	0	-	0	0	10544	-	2005-03-28	6487	1579053	0	0	Padel tennis		
Q9618	Páncreas	scuola media italiana	Biología	393	516	29576	-	23	-	24	-	0	-	1189	4.02	-	0	-	0	0	1759	-	2004-04-08	6841	4346888	0	0	Pancreas	Pancreas	
Q355198	Píxel	scuola media italiana	Ciencias de la computación	265	219	18480	-	9	-	7	-	0	-	1618	8.76	-	0	-	0	0	5156	-	2003-01-31	7274	1320193	0	0	Pixels		
Q1243912	Quodlibet	scuola media italiana	Educación musical	16	17	5460	-	2	-	1	-	0	-	1898	34.76	-	0	-	0	0	946	-	2006-04-17	6102	63695	0	0			
Q2329	Química	scuola media italiana	Ciencias físico-químicas	1773	2140	51917	-	48	-	10	-	0	-	3916	7.54	-	0	-	0	0	27528	-	2002-02-08	7631	10777227	0	0	Chemistry	Chemistry	
Q743257	Química_del_suelo	scuola media italiana	Química	38	33	21772	-	6	-	1	-	0	-	749	3.44	-	0	-	0	0	0	-	2021-10-30	427	26658	0	0			
Q483024	Racionalismo	scuola media italiana	Historia	663	840	20131	-	14	-	1	-	0	-	4271	21.22	-	0	-	0	0	2811	-	2004-02-13	6896	4447047	0	0	Rationalism		
Q601053	Radicación	scuola media italiana	Matemática	209	277	18114	-	4	-	1	-	0	-	1994	11.01	-	0	-	0	0	4852	-	2003-10-05	7027	1818831	0	0			
Q36534	Reacción_química	scuola media italiana	Química	1017	1385	21382	-	10	-	4	-	0	-	2003	9.37	-	0	-	0	0	4678	-	2003-08-13	7080	8163428	0	0	Chemical reactions		
Q2356542	Reactivo	scuola media italiana	Química	138	157	7683	-	9	-	1	-	0	-	903	11.75	-	0	-	0	0	348	-	2006-06-04	6054	1176101	0	0	Reagents		
Q254183	Realidad_aumentada	scuola media italiana	Tecnologías	196	282	74209	-	100	-	3	-	0	-	780	1.05	-	0	-	0	0	8832	-	2004-09-12	6684	1183782	0	0	Augmented reality		
Q170519	Realidad_virtual	scuola media italiana	Tecnologías	298	312	99889	-	117	-	7	-	0	-	715	0.72	-	0	-	0	0	8010	-	2004-09-18	6678	1678913	0	0	Virtual reality		
Q147516	Realismo_mágico	scuola media italiana	Literatura	438	665	14267	-	12	-	8	-	0	-	274	1.92	-	0	-	0	0	1796	-	2004-05-03	6816	3131939	0	0			
Q185325	Reanimación_cardiopulmonar	scuola media italiana	Biología	224	292	71184	-	36	-	21	-	0	-	1501	2.11	-	0	-	0	0	13946	-	2005-07-05	6388	2164585	0	0	Cardiopulmonary resuscitation	Cardiopulmonary resuscitation	
Q132580	Reciclaje	scuola media italiana	Ciencias del ambiente	980	936	21429	-	17	-	9	-	0	-	2371	11.06	-	0	-	0	0	5766	-	2004-09-23	6673	6421363	0	0	Recycling		
Q4929239	Recopilación_de_datos	scuola media italiana	Tecnologías	97	103	7531	-	5	-	1	-	0	-	1086	14.42	-	0	-	0	0	203	-	2020-07-06	908	153961	0	0	Data collection		
Q37105	Recta	scuola media italiana	Matemática	510	503	22243	-	15	-	7	-	0	-	2007	9.02	-	0	-	0	0	4778	-	2003-10-16	7016	3299163	0	0	Lines		
Q379380	Recta_de_Euler	scuola media italiana	Matemática	57	61	7594	-	6	-	4	-	0	-	1915	25.22	-	0	-	0	0	434	-	2003-06-30	7124	336239	0	0	Euler line		
Q35689	Recta_real	scuola media italiana	Matemática	238	325	3841	-	2	-	1	-	0	-	1019	26.53	-	0	-	0	0	0	-	2002-12-23	7313	418131	0	0	Number lines		
Q264164	Recursión_(ciencias_de_computación)	scuola media italiana	Tecnologías	29	34	33376	-	13	-	3	-	0	-	1363	4.08	-	0	-	0	0	2755	-	2003-10-20	7012	175675	0	0			
Q188460	Recurso_natural	scuola media italiana	Ciencias del ambiente	1161	1288	13295	-	12	-	4	-	0	-	1787	13.44	-	0	-	0	0	32	-	2003-11-16	6985	9210168	0	0	Natural resources		
Q11375	Red_inalámbrica	scuola media italiana	Tecnologías	133	160	9610	-	1	-	1	-	0	-	662	6.89	-	0	-	0	0	9333	-	2003-03-10	7236	1106081	0	0			
Q1301371	Red_de_computadoras	scuola media italiana	Tecnologías	583	711	38283	-	7	-	2	-	0	-	1814	4.74	-	0	-	0	0	10818	-	2003-07-25	7099	5557228	0	0	Computer networks	Computer network	
Q1775153	Red_trófica	scuola media italiana	Ciencias del ambiente	285	313	78977	-	97	-	10	-	0	-	3509	4.44	-	0	-	0	0	13831	-	2013-02-10	3611	1934764	0	0	Food chain		
Q663208	Redondeo	scuola media italiana	Matemática	69	75	2903	-	1	-	1	-	0	-	721	24.84	-	0	-	0	0	3197	-	2004-11-19	6616	670093	0	0			
Q179405	Reflejo	scuola media italiana	Biología	128	151	13539	-	7	-	2	-	0	-	1463	10.81	-	0	-	0	0	432	-	2006-02-18	6160	1129693	0	0	Reflexes		
Q6103501	Reforma_Vareliana	scuola media italiana	Historia	31	36	12273	-	3	-	0	-	0	-	535	4.36	-	0	-	0	0	2849	-	2008-02-26	5422	180979	0	0			
Q815818	Reforestación	scuola media italiana	Ciencias del ambiente	121	156	48799	-	15	-	3	-	0	-	4952	10.15	-	0	-	0	0	3936	-	2006-04-18	6101	1209346	0	0	Reforestation		
Q12562	Reforma_protestante	scuola media italiana	Historia	1083	1126	97281	-	29	-	14	-	0	-	3651	3.75	-	0	-	0	0	12658	-	2004-04-10	6839	6027595	0	0	Reformation		
Q286576	Registro_lingüístico	scuola media italiana	Comunicación y sociedad	141	188	7726	-	1	-	0	-	0	-	575	7.44	-	0	-	0	0	18	-	2006-03-26	6124	993803	0	0			
Q59616986	Regla_de_las_tres_erres	scuola media italiana	Ciencias del ambiente	432	452	5042	-	1	-	1	-	0	-	1064	21.1	-	0	-	0	0	842	-	2008-05-05	5353	2783668	0	0			
Q428148	Reglamento	scuola media italiana	Educación física y recreación	275	312	14852	-	0	-	0	-	0	-	3378	22.74	-	0	-	0	0	1435	-	2004-10-29	6637	2362121	0	0	Regulation		
Q115368	Regla_y_compás	scuola media italiana	Matemática	31	39	48320	-	8	-	18	-	0	-	2552	5.28	-	0	-	0	0	30737	-	2006-11-20	5885	265551	0	0	Ruler-and-compass construction		
Q5691007	Reglamento_Provisorio_de_Derechos_Aduaneros	scuola media italiana	Historia	3	4	2891	-	0	-	0	-	0	-	2492	86.2	-	0	-	0	0	0	-	2006-03-04	6146	22622	0	0			
Q2893142	Reglamento_Provisorio_de_la_Provincia_Oriental_para_el_Fomento_de_su_Campaña_y_Seguridad_de_sus_Hacendados	scuola media italiana	Historia	8	9	4257	-	1	-	0	-	0	-	293	6.88	-	0	-	0	0	2317	-	2005-08-20	6342	41240	0	0			
Q36732	Reino_(biología)	scuola media italiana	Ciencias del ambiente	894	887	21708	-	19	-	11	-	0	-	3142	14.47	-	0	-	0	0	7628	-	2004-01-01	6939	4462476	0	0			
Q1641518	Relación_interespecífica	scuola media italiana	Ciencias del ambiente	479	799	5327	-	0	-	0	-	0	-	2326	43.66	-	0	-	0	0	3204	-	2004-02-13	6896	3462599	0	0			
Q3823346	Relación_intraespecífica	scuola media italiana	Ciencias del ambiente	129	173	2560	-	2	-	0	-	0	-	1479	57.77	-	0	-	0	0	1060	-	2009-04-28	4995	1547589	0	0			
Q5873	Relación_sexual	scuola media italiana	Biología	901	987	28968	-	43	-	2	-	0	-	1030	3.56	-	0	-	0	0	29994	-	2003-06-05	7149	4685440	0	0	Human sexual intercourse	Sexual intercourse in humans	
Q388202	Religiones_afroamericanas	scuola media italiana	Historia	64	65	2022	-	1	-	1	-	0	-	940	46.49	-	0	-	0	0	330	-	2007-05-17	5707	192105	0	0			
Q5162345	Religiones_nativas_americanas	scuola media italiana	Historia	102	125	23901	-	41	-	6	-	0	-	953	3.99	-	0	-	0	0	2310	-	2016-02-10	2516	358852	0	0	Indigenous religion of the Americas		
Q3238302	Religión_incaica	scuola media italiana	Historia	199	231	57370	-	26	-	8	-	0	-	1575	2.75	-	0	-	0	0	1095	-	2011-06-02	4230	1004742	0	0	Inca religion		
Q447131	Religión_del_Antiguo_Egipto	scuola media italiana	Historia	243	285	72333	-	32	-	14	-	0	-	3196	4.42	-	0	-	0	0	75	-	2010-05-12	4616	1395257	0	0	Religion in ancient Egypt		
Q1921707	Religión_maya	scuola media italiana	Historia	226	350	18977	-	0	-	1	-	0	-	2376	12.52	-	0	-	0	0	5973	-	2009-01-08	5105	1871507	0	0			
Q781560	Religión_mexica	scuola media italiana	Historia	87	120	10707	-	6	-	1	-	0	-	1958	18.29	-	0	-	0	0	6183	-	2003-10-15	7017	534381	0	0	Aztec religion		
Q275051	Religión_sumeria	scuola media italiana	Historia	139	151	10024	-	8	-	3	-	0	-	481	4.8	-	0	-	0	0	1557	-	2007-01-03	5841	583624	0	0	Mythology of Mesopotamia		
Q1716905	Representación_gráfica	scuola media italiana	Tecnologías	46	1	2323	-	0	-	2	-	0	-	368	15.84	-	0	-	0	0	61	-	2006-08-21	5976	26018	0	0	Graphic recording		
Q4692	Renacimiento	scuola media italiana	Historia	2448	2817	120513	-	20	-	28	-	0	-	3911	3.25	-	0	-	0	0	14233	-	2003-04-16	7199	17352768	0	0	Renaissance	Renaissance	
Q11990	Reproducción	scuola media italiana	Ciencias del ambiente	621	719	34005	-	24	-	4	-	0	-	313	0.92	-	0	-	0	0	3052	-	2004-08-29	6698	5836251	0	0	Reproduction		
Q173432	Reproducción_asexual	scuola media italiana	Ciencias del ambiente	924	1207	22022	-	23	-	3	-	0	-	1565	7.11	-	0	-	0	0	3063	-	2004-08-29	6698	6780328	0	0	Asexual reproduction		
Q25862	Reproducción_asistida	scuola media italiana	Biología	98	110	41722	-	28	-	1	-	0	-	369	0.88	-	0	-	0	0	3424	-	2006-05-14	6075	957617	0	0	Assisted reproductive technology		
Q3427336	Reproducción_humana	scuola media italiana	Ciencias del ambiente	269	322	18573	-	14	-	6	-	0	-	1404	7.56	-	0	-	0	0	957	-	2009-05-06	4987	293320	0	0	Human reproduction		
Q182353	Reproducción_sexual	scuola media italiana	Ciencias del ambiente	643	919	32404	-	39	-	5	-	0	-	3120	9.63	-	0	-	0	0	592	-	2004-10-08	6658	4732259	0	0	Sexual reproduction		
Q7270	República	scuola media italiana	Historia	848	932	63185	-	42	-	18	-	0	-	4294	6.8	-	0	-	0	0	13161	-	2003-12-08	6963	5196032	0	0	Republic		
Q2725616	Reproducción_vegetal	scuola media italiana	Ciencias del ambiente	157	199	45182	-	33	-	12	-	0	-	1847	4.09	-	0	-	0	0	2747	-	2006-01-01	6208	1109557	0	0	Plant reproduction		
Q17167	República_romana	scuola media italiana	Historia	762	762	99567	-	8	-	27	-	0	-	3524	3.54	-	0	-	0	0	12431	-	2004-09-27	6669	2990131	0	0	Roman Republic		
Q774228	Requisito_(sistemas)	scuola media italiana	Tecnologías	33	49	4790	-	1	-	0	-	0	-	798	16.66	-	0	-	0	0	1795	-	2007-02-17	5796	244292	0	0	Requirements		
Q18538	Residuo_sólido_urbano	scuola media italiana	Ciencias del ambiente	145	148	17721	-	10	-	2	-	0	-	815	4.6	-	0	-	0	0	2873	-	2014-03-11	3217	461497	0	0	Waste		
Q4105337	Resiliencia_(psicología)	scuola media italiana	Biología	1563	1255	26280	-	23	-	1	-	0	-	1066	4.06	-	0	-	0	0	3309	-	2007-02-24	5789	7003012	0	0			
Q25358	Resistencia_eléctrica	scuola media italiana	Tecnologías	704	792	27263	-	17	-	8	-	0	-	437	1.6	-	0	-	0	0	6252	-	2003-02-23	7251	5613040	0	0	Electrical resistance		
Q5321	Resistor	scuola media italiana	Tecnologías	185	235	48829	-	21	-	26	-	0	-	1553	3.18	-	0	-	0	0	5973	-	2005-09-15	6316	1007610	0	0	Resistors		
Q1879820	Resolución_de_ecuaciones	scuola media italiana	Matemática	64	92	21181	-	2	-	1	-	0	-	4154	19.61	-	0	-	0	0	204	-	2007-04-02	5752	653964	0	0			
Q730920	Resolución_de_problemas	scuola media italiana	Tecnologías	137	146	17750	-	24	-	1	-	0	-	1564	8.81	-	0	-	0	0	2969	-	2011-06-29	4203	1164491	0	0	Problem solving		
Q9530	Respiración	scuola media italiana	Ciencias del ambiente	578	674	36045	-	15	-	11	-	0	-	2113	5.86	-	0	-	0	0	3245	-	2007-02-07	5806	5431180	0	0	Respiration		
Q472287	Respiración_(fisiología)	scuola media italiana	Ciencias del ambiente	26	33	20323	-	13	-	2	-	0	-	3182	15.66	-	0	-	0	0	3295	-	2019-03-18	1384	81623	0	0	Respiration	Respiration (physiology)	
Q3427759	Respiración_vegetal	scuola media italiana	Ciencias del ambiente	153	213	8171	-	3	-	2	-	0	-	1671	20.45	-	0	-	0	0	532	-	2008-12-14	5130	934066	0	0			
Q1361002	Respuesta_sexual_humana	scuola media italiana	Salud y sexualidad	83	100	9170	-	5	-	2	-	0	-	597	6.51	-	0	-	0	0	1308	-	2004-08-02	6725	943988	0	0			
Q40754	Resta	scuola media italiana	Matemática	242	312	22233	-	6	-	36	-	0	-	2287	10.29	-	0	-	0	0	3300	-	2003-08-31	7062	1436949	0	0	Subtraction		
Q63859034	Restauración_ecológica	scuola media italiana	Ciencias del ambiente	12	22	36203	-	24	-	5	-	0	-	1601	4.42	-	0	-	0	0	3644	-	2006-03-30	6120	197070	0	0	Ecological restoration		
Q79927	Retículo_endoplasmático	scuola media italiana	Ciencias del ambiente	404	436	30385	-	28	-	18	-	0	-	1711	5.63	-	0	-	0	0	1804	-	2003-07-20	7104	2521354	0	0	Endoplasmic reticulum		
Q846574	Reutilización	scuola media italiana	Ciencias del ambiente	116	120	5063	-	1	-	2	-	0	-	825	16.29	-	0	-	0	0	22	-	2003-04-28	7187	821431	0	0	Waste reuse		
Q771245	Reutilización_de_código	scuola media italiana	Ciencias de la computación	10	14	1475	-	0	-	0	-	0	-	1428	96.81	-	0	-	0	0	0	-	2007-01-02	5842	47482	0	0			
Q2269	Revolución_Industrial	scuola media italiana	Historia	4788	5380	78003	-	64	-	22	-	0	-	5129	6.58	-	0	-	0	0	30889	-	2003-10-30	7002	23809712	0	0	Industrial revolution	Industrial revolution	
Q1096872	Revolución_digital	scuola media italiana	Ciencias de la computación	52	3	31816	-	27	-	13	-	0	-	2740	8.61	-	0	-	0	0	5586	-	2014-12-04	2949	36048	0	0			
Q4126475	Revolución_oriental	scuola media italiana	Historia	151	142	241753	-	45	-	12	-	0	-	1549	0.64	-	0	-	0	0	6687	-	2008-03-30	5389	442182	0	0			
Q28706781	Rhod_Rothfuss	scuola media italiana	Comunicación visual	3	3	1672	-	3	-	0	-	0	-	249	14.89	-	0	-	0	0	0	-	2018-10-20	1533	7395	0	0			
Q178715	Rima	scuola media italiana	Literatura	166	243	7338	-	2	-	1	-	0	-	290	3.95	-	0	-	0	0	2306	-	2005-03-12	6503	2952777	0	0	Rhymes		
Q170406	Ritmo	scuola media italiana	Educación musical	356	418	60908	-	63	-	11	-	0	-	3099	5.09	-	0	-	0	0	8398	-	2004-12-24	6581	2731090	0	0	Rhythms		
Q9377	Riñón	scuola media italiana	Biología	624	642	26916	-	11	-	14	-	0	-	1650	6.13	-	0	-	0	0	2942	-	2004-04-09	6840	3832715	0	0	Kidneys	Kidney	
Q2159485	Roberto_Cossa	scuola media italiana	Literatura	49	54	6292	-	5	-	1	-	0	-	325	5.17	-	0	-	0	0	1064	-	2006-11-23	5882	210020	0	0	Roberto Cossa		
Q188838	Roberto_Arlt	scuola media italiana	Literatura	228	232	22354	-	12	-	2	-	0	-	1814	8.11	-	0	-	0	0	7185	-	2004-06-29	6759	880895	0	0	Roberto Arlt		
Q471880	Robo_de_identidad	scuola media italiana	Ciencias de la computación	52	62	12913	-	5	-	1	-	0	-	2980	23.08	-	0	-	0	0	520	-	2007-07-14	5649	399420	0	0	Identity theft		
Q11012	Robot	scuola media italiana	Tecnologías	398	349	43063	-	38	-	8	-	0	-	2314	5.37	-	0	-	0	0	13273	-	2002-02-08	7631	1912560	0	0	Robots	Robot	
Q6110194	Robot_seguidor_de_línea	scuola media italiana	Tecnologías	6	14	3223	-	0	-	0	-	0	-	285	8.84	-	0	-	0	0	0	-	2007-04-07	5747	157160	0	0			
Q170978	Robótica	scuola media italiana	Tecnologías	645	591	23197	-	20	-	3	-	0	-	1732	7.47	-	0	-	0	0	8962	-	2002-02-10	7629	3180544	0	0	Robotics		
Q3437271	Robótica_educativa	scuola media italiana	Tecnologías	84	66	84044	-	108	-	7	-	0	-	1077	1.28	-	0	-	0	0	3729	-	2008-10-11	5194	375932	0	0	Educational robots		
Q7749	Rock_and_roll	scuola media italiana	Educación musical	471	537	30721	-	26	-	4	-	0	-	1236	4.02	-	0	-	0	0	79263	-	2002-11-14	7352	2282619	0	0	Rock and roll		
Q556496	Rock_and_roll_(baile)	scuola media italiana	Educación física y recreación	18	25	1516	-	1	-	1	-	0	-	252	16.62	-	0	-	0	0	33	-	2006-05-18	6071	97557	0	0			
Q66463453	Rodolfo_Ian_Uricchio	scuola media italiana	Comunicación visual	1	0	6037	-	5	-	0	-	0	-	169	2.8	-	0	-	0	0	1138	-	2019-08-14	1235	1122	0	0			
Q2672163	Rol_de_género	scuola media italiana	Salud y sexualidad	159	118	7472	-	16	-	1	-	0	-	1797	24.05	-	0	-	0	0	821	-	2008-03-29	5390	723319	0	0	Gender		
Q747008	Romanización_(aculturación)	scuola media italiana	Historia	63	83	5169	-	0	-	1	-	0	-	1049	20.29	-	0	-	0	0	6346	-	2009-03-25	5029	339791	0	0	Romanization (cultural)		
Q13323	Rondó	scuola media italiana	Educación musical	48	51	5008	-	2	-	3	-	0	-	546	10.9	-	0	-	0	0	63	-	2006-08-08	5989	296848	0	0			
Q213642	Rudolf_Arnheim	scuola media italiana	Comunicación visual	14	16	16597	-	3	-	0	-	0	-	1250	7.53	-	0	-	0	0	0	-	2006-12-21	5854	48073	0	0	Rudolf Arnheim		Autore:Rudolf Arnheim
Q173767	Rubén_Darío	scuola media italiana	Literatura	1211	1364	96511	-	63	-	21	-	0	-	1392	1.44	-	0	-	0	0	10544	-	2004-06-17	6771	6892600	1	0	Rubén Darío		
Q446	Rueda	scuola media italiana	Tecnologías	493	529	33766	-	33	-	13	-	0	-	2065	6.12	-	0	-	0	0	2881	-	2004-07-11	6747	2751339	0	0	Wheels		
Q5378	Rugby	scuola media italiana	Educación física y recreación	748	473	92081	-	34	-	15	-	0	-	4311	4.68	-	0	-	0	0	93536	-	2001-09-28	7764	2910317	0	0	Rugby football		
Q7047718	Ruido_en_la_música	scuola media italiana	Educación musical	28	29	79545	-	126	-	18	-	0	-	2350	2.95	-	0	-	0	0	1809	-	2016-07-29	2346	85861	0	0			
Q9071453	Ruta_del_ganado	scuola media italiana	Historia	2	2	5092	-	0	-	0	-	0	-	279	5.48	-	0	-	0	0	0	-	2009-05-01	4992	7576	0	0			
Q1497	Río_Misisipi	scuola media italiana	Geografía	438	392	149810	-	99	-	22	-	0	-	2142	1.43	-	0	-	0	0	9192	-	2003-07-15	7109	2045392	0	1	Mississippi River	Mississippi River	
Q5318	Rúter	scuola media italiana	Ciencias del ambiente	100	0	23760	-	12	-	6	-	0	-	986	4.15	-	0	-	0	0	7846	-	2002-11-02	7364	37579	0	0	Network routers		
Q179615	Salinidad	scuola media italiana	Química	112	113	11507	-	6	-	1	-	0	-	1161	10.09	-	0	-	0	0	368	-	2006-09-09	5957	796342	0	0	Salinity		
Q643	Río_Po	scuola media italiana	Geografía	9	8	142479	-	48	-	66	-	0	-	5895	4.14	-	0	-	0	0	9496	-	2004-11-29	6606	27813	0	0	Po River	Po river	
Q12147	Salud	scuola media italiana	Biología	1017	1366	39374	-	34	-	4	-	0	-	568	1.44	-	0	-	0	0	7358	-	2002-05-03	7547	7499647	0	0	Health		
Q317309	Salud_mental	scuola media italiana	Ciencias de la computación	296	389	45123	-	36	-	0	-	0	-	1725	3.82	-	0	-	0	0	16466	-	2007-03-29	5756	1953824	0	0	Mental health		
Q1981388	Salud_reproductiva	scuola media italiana	Salud y sexualidad	61	94	21950	-	20	-	1	-	0	-	1011	4.61	-	0	-	0	0	4399	-	2010-03-07	4682	915340	0	0	Reproductive health		
Q3473038	Salud_sexual	scuola media italiana	Salud y sexualidad	103	162	9001	-	6	-	0	-	0	-	2742	30.46	-	0	-	0	0	3361	-	2008-04-11	5377	988590	0	0	Sexual health		
Q11403	Samba_(música)	scuola media italiana	Educación musical	200	170	55984	-	12	-	8	-	0	-	6471	11.56	-	0	-	0	0	5333	-	2007-01-21	5823	821854	0	0	Samba	Samba	
Q949149	Saneamiento_ambiental	scuola media italiana	Biología	131	142	21895	-	20	-	2	-	0	-	5878	26.85	-	0	-	0	0	296	-	2006-10-28	5908	778558	0	0	Sanitation		
Q626738	Saneamiento_ecológico	scuola media italiana	Ciencias del ambiente	6	9	10025	-	9	-	5	-	0	-	1119	11.16	-	0	-	0	0	3089	-	2010-05-14	4614	48316	0	0	Ecological sanitation		
Q6121779	Sara_de_Ibáñez	scuola media italiana	Literatura	4	3	5901	-	9	-	0	-	0	-	898	15.22	-	0	-	0	0	0	-	2008-09-22	5213	13321	0	0			
Q7873	Sangre	scuola media italiana	Biología	397	498	32822	-	9	-	3	-	0	-	2128	6.48	-	0	-	0	0	8063	-	2003-11-11	6990	4312111	0	0	Blood	Blood	
Q26540	Satélite_artificial	scuola media italiana	física	563	589	35392	-	19	-	6	-	0	-	2919	8.25	-	0	-	0	0	4365	-	2004-09-10	6686	2932457	0	0	Satellites		
Q275131	Scratch_(lenguaje_de_programación)	scuola media italiana	Tecnologías	405	361	53693	-	82	-	4	-	0	-	1081	2.01	-	0	-	0	0	5535	-	2010-06-08	4589	1518241	0	0	Scratch (programming language)		
Q1141745	Sedentarismo_(antropología)	scuola media italiana	Historia	284	441	6461	-	1	-	3	-	0	-	1067	16.51	-	0	-	0	0	667	-	2007-01-30	5814	2234755	0	0			
Q1349358	Sedentarismo_(estilo_de_vida)	scuola media italiana	Ciencias de la computación	110	142	23215	-	16	-	4	-	0	-	2739	11.8	-	0	-	0	0	727	-	2007-01-30	5814	1865371	0	0	Sedentary lifestyle		
Q1229911	Seguridad_alimentaria	scuola media italiana	Geografía	127	194	60064	-	28	-	2	-	0	-	1565	2.61	-	0	-	0	0	5404	-	2007-01-01	5843	1145888	0	0	Food security		
Q362	Segunda_Guerra_Mundial	scuola media italiana	Historia	8932	10647	260175	-	87	-	177	-	0	-	14744	5.67	-	0	-	0	0	80217	-	2003-02-19	7255	37271331	0	0	World War II	World War II	
Q3510521	Seguridad_informática	scuola media italiana	Tecnologías	486	650	56492	-	11	-	1	-	0	-	3920	6.94	-	0	-	0	0	4523	-	2003-07-25	7099	2794663	0	0	Computer security		
Q629029	Seguridad_y_salud_laboral	scuola media italiana	Tecnologías	149	236	113238	-	75	-	16	-	0	-	4076	3.6	-	0	-	0	0	32825	-	2005-07-05	6388	1807189	0	0	Occupational safety and health		
Q254465	Semejanza_(geometría)	scuola media italiana	Matemática	141	165	18194	-	3	-	13	-	0	-	1862	10.23	-	0	-	0	0	3325	-	2003-11-21	6980	1615343	0	0	Similarity (geometry)		
Q796212	Semántica	scuola media italiana	Lengua española	462	462	7262	-	1	-	0	-	0	-	1426	19.64	-	0	-	0	0	18	-	2006-12-29	5846	3273082	0	0			
Q167676	Sensor	scuola media italiana	Tecnologías	154	203	19246	-	5	-	3	-	0	-	4052	21.05	-	0	-	0	0	2629	-	2004-08-14	6713	1417464	0	0	Sensors		
Q116776698	Sequía_en_Uruguay_de_2022-2023	scuola media italiana	Ciencias del ambiente	53	ERROR	16115	-	26	-	5	-	0	-	1127	6.99	-	0	-	0	0	38	-	2023-02-13	-44	19472	0	0			
Q79896	Separación_de_poderes	scuola media italiana	Formación para la ciudadanía	729	785	81998	-	42	-	11	-	0	-	1473	1.8	-	0	-	0	0	16126	-	2004-10-20	6646	3287466	0	0	Separation of powers		
Q7239	Ser_vivo	scuola media italiana	Ciencias del ambiente	1038	1361	49298	-	51	-	22	-	0	-	3249	6.59	-	0	-	0	0	19799	-	2003-06-25	7129	6364137	0	0	Organisms		
Q3220391	Servicio_de_red_social	scuola media italiana	Ciencias de la computación	1590	5754	36537	-	32	-	2	-	0	-	1430	3.91	-	0	-	0	0	21496	-	2008-03-02	5417	4661870	0	0	Social networking services		
Q290	Sexo	scuola media italiana	Biología	3132	2115	38355	-	35	-	12	-	0	-	2194	5.72	-	0	-	0	0	6782	-	2010-09-01	4504	7142275	0	0	Sex		
